comune,mese,tot_rsu
ALBEROBELLO,2019-07-01,0.7974002941591677
ALBEROBELLO,2019-08-01,0.8447618576458482
ALBEROBELLO,2019-09-01,0.8729074775012424
ALBEROBELLO,2019-10-01,0.8478243111960135
ALBEROBELLO,2019-11-01,0.7500273570793796
ALBEROBELLO,2019-12-01,0.671669715966861
ALBEROBELLO,2020-01-01,0.5662731197100513
ALBEROBELLO,2020-02-01,0.4804801095038634
ALBEROBELLO,2020-03-01,0.31286279699300473
ALBEROBELLO,2020-04-01,0.1667498148032111
ALBEROBELLO,2020-05-01,0.19354477671027112
ALBEROBELLO,2020-06-01,0.3186081698537841
ALBEROBELLO,2020-07-01,0.5756450542012083
ALBEROBELLO,2020-08-01,0.04368937927047944
ALBEROBELLO,2020-09-01,0.0010638635619721595
ALBEROBELLO,2020-10-01,0.001000840709958829
ALBEROBELLO,2020-11-01,0.0010004426477009023
ALBEROBELLO,2020-12-01,0.03328292372367143
ALBEROBELLO,2021-01-01,0.012174884855531205
ALBEROBELLO,2021-02-01,0.2702664602623915
ALBEROBELLO,2021-03-01,0.2580930388614456
ALBEROBELLO,2021-04-01,0.2841219888790254
ALBEROBELLO,2021-05-01,0.7195424852006882
ALBEROBELLO,2021-06-01,0.7713352446375699
ALBEROBELLO,2021-07-01,0.8436603652268763
ALBEROBELLO,2021-08-01,0.8483209173285232
ALBEROBELLO,2021-09-01,0.8720001257220289
ALBEROBELLO,2021-10-01,0.859055391671442
ALBEROBELLO,2021-11-01,0.7260011417486196
ALBEROBELLO,2021-12-01,0.6598365251917109
ALESSANO,2014-03-01,0.19875867959317153
ALESSANO,2014-04-01,0.23108707199282713
ALESSANO,2014-05-01,0.34809143209171967
ALESSANO,2014-06-01,0.4089603615093761
ALESSANO,2014-07-01,0.5421501841499025
ALESSANO,2014-08-01,0.7094929210143467
ALESSANO,2014-09-01,0.7117722908308851
ALESSANO,2014-10-01,0.6550197423638867
ALESSANO,2014-11-01,0.42657555096751654
ALESSANO,2014-12-01,0.2716418548187628
ALESSANO,2015-01-01,0.20585363025174935
ALESSANO,2015-02-01,0.1378667855284717
ALESSANO,2015-03-01,0.14491573050379666
ALESSANO,2015-04-01,0.1711080341715143
ALESSANO,2015-05-01,0.3061733009541551
ALESSANO,2015-06-01,0.4692894896720674
ALESSANO,2015-07-01,0.6210052948204166
ALESSANO,2015-08-01,0.77920813343701
ALESSANO,2015-09-01,0.7452572332547924
ALESSANO,2015-10-01,0.6644670482981059
ALESSANO,2015-11-01,0.40315559354971964
ALESSANO,2015-12-01,0.33594667565404357
ALESSANO,2016-01-01,0.2973140008398008
ALESSANO,2016-02-01,0.24985103846989015
ALESSANO,2016-03-01,0.26520437666730257
ALESSANO,2016-04-01,0.318702429713715
ALESSANO,2016-05-01,0.32628818231893847
ALESSANO,2016-06-01,0.5002272673422512
ALESSANO,2016-07-01,0.5698636757574668
