comune,mese,tot_rsu
ALTAMURA,2018-04-01,32.03440023360926
ALTAMURA,2018-05-01,34.769675867147434
ALTAMURA,2018-06-01,34.408359148849726
ALTAMURA,2018-07-01,32.78674267431822
ALTAMURA,2018-08-01,29.836505256208422
ALTAMURA,2018-09-01,28.25135848864964
ALTAMURA,2018-10-01,28.89824348687218
ALTAMURA,2018-11-01,29.16467231222386
ALTAMURA,2018-12-01,29.66877317048398
ALTAMURA,2019-01-01,29.12658384541161
ALTAMURA,2019-02-01,28.70204027220558
ALTAMURA,2019-03-01,28.55668516073333
ALTAMURA,2019-04-01,29.180279061500183
ALTAMURA,2019-05-01,30.584029505865626
ALTAMURA,2019-06-01,31.500009522116702
ALTAMURA,2019-07-01,31.919515895586816
ALTAMURA,2019-08-01,31.002202782997312
ALTAMURA,2019-09-01,30.89923537402875
ALTAMURA,2019-10-01,30.400843024732108
ALTAMURA,2019-11-01,30.977550022853084
ALTAMURA,2019-12-01,30.753480333654966
ALTAMURA,2020-01-01,31.007392336600475
ALTAMURA,2020-02-01,30.059751282311716
ALTAMURA,2020-03-01,28.866820501752073
ALTAMURA,2020-04-01,26.946019120410345
ALTAMURA,2020-05-01,27.367229952770305
ALTAMURA,2020-06-01,28.725131405210504
ALTAMURA,2020-07-01,30.830661850591643
ALTAMURA,2020-08-01,31.20264333959677
ALTAMURA,2020-09-01,31.774017952364026
ALTAMURA,2020-10-01,31.965793382763696
ALTAMURA,2020-11-01,31.928657127621754
ALTAMURA,2020-12-01,31.71832309176781
ALTAMURA,2021-01-01,31.682353295922
ALTAMURA,2021-02-01,31.320236719821235
ALTAMURA,2021-03-01,31.37633150931898
ALTAMURA,2021-04-01,30.763540449951755
ALTAMURA,2021-05-01,32.4944136915342
ALTAMURA,2021-06-01,32.306737532375195
ALTAMURA,2021-07-01,33.441316781778475
ALTAMURA,2021-08-01,32.276666687826925
ALTAMURA,2021-09-01,32.4552206591844
ALTAMURA,2021-10-01,32.06814185414657
ALTAMURA,2021-11-01,32.819170242750495
ALTAMURA,2021-12-01,33.04122600426591
ANDRANO,2014-03-01,27.123282862558796
ANDRANO,2014-04-01,28.492663405958204
ANDRANO,2014-05-01,30.34682080924856
ANDRANO,2014-06-01,29.80342140366479
ANDRANO,2014-07-01,34.962907491048654
